"species" "gene" "start" "end" "IfEndIsOverlapped" "IfStartIsOverlapped"
"13419" "Varanus_salvator" "ND5" 12131 13925 8 205
"13420" "Varanus_salvator" "CytB" 13933 15066 776 8
"13421" "Varanus_salvator" "ND6" 15842 16373 33627 776
"3497" "Varecia_variegata" "ND1" 2755 3712 211 2755
"3498" "Varecia_variegata" "ND2" 3923 4967 390 211
"3499" "Varecia_variegata" "COX1" 5357 6899 145 390
"3500" "Varecia_variegata" "COX2" 7044 7728 71 145
"3501" "Varecia_variegata" "ATP8" 7799 8006 -46 71
"3502" "Varecia_variegata" "ATP6" 7960 8641 -1 -46
"3503" "Varecia_variegata" "COX3" 8640 9424 70 -1
"3504" "Varecia_variegata" "ND3" 9494 9842 71 70
"3505" "Varecia_variegata" "ND4L" 9913 10210 -7 71
"3506" "Varecia_variegata" "ND4" 10203 11581 200 -7
"3507" "Varecia_variegata" "ND5" 11781 13593 12 200
"3508" "Varecia_variegata" "ND6" 13605 14124 73 12
"3509" "Varecia_variegata" "CytB" 14197 15337 34663 73
"17139" "Varecia_variegata_variegata" "ND1" 2755 3712 211 2755
"17140" "Varecia_variegata_variegata" "ND2" 3923 4967 390 211
"17141" "Varecia_variegata_variegata" "COX1" 5357 6899 145 390
"17142" "Varecia_variegata_variegata" "COX2" 7044 7728 71 145
"17143" "Varecia_variegata_variegata" "ATP8" 7799 8006 -46 71
"17144" "Varecia_variegata_variegata" "ATP6" 7960 8641 -1 -46
"17145" "Varecia_variegata_variegata" "COX3" 8640 9424 71 -1
"17146" "Varecia_variegata_variegata" "ND3" 9495 9843 71 71
"17147" "Varecia_variegata_variegata" "ND4L" 9914 10211 -7 71
"17148" "Varecia_variegata_variegata" "ND4" 10204 11582 200 -7
"17149" "Varecia_variegata_variegata" "ND5" 11782 13594 12 200
"17150" "Varecia_variegata_variegata" "ND6" 13606 14125 73 12
"17151" "Varecia_variegata_variegata" "CytB" 14198 15338 34662 73
"35565" "Variola_albimarginata" "ND1" 2964 3939 213 2964
"35566" "Variola_albimarginata" "ND2" 4152 5197 392 213
"35567" "Variola_albimarginata" "COX1" 5589 7140 155 392
"35568" "Variola_albimarginata" "COX2" 7295 7986 74 155
"35569" "Variola_albimarginata" "ATP8" 8060 8228 -10 74
"35570" "Variola_albimarginata" "ATP6" 8218 8902 -1 -10
"35571" "Variola_albimarginata" "COX3" 8901 9686 71 -1
"35572" "Variola_albimarginata" "ND3" 9757 10106 69 71
"35573" "Variola_albimarginata" "ND4L" 10175 10472 -7 69
"35574" "Variola_albimarginata" "ND4" 10465 11846 225 -7
"35575" "Variola_albimarginata" "ND5" 12071 13910 -4 225
"35576" "Variola_albimarginata" "ND6" 13906 14428 78 -4
"35577" "Variola_albimarginata" "CytB" 14506 15647 34353 78
"33589" "Variola_louti" "ND1" 2969 3944 213 2969
"33590" "Variola_louti" "ND2" 4157 5202 392 213
"33591" "Variola_louti" "COX1" 5594 7145 155 392
"33592" "Variola_louti" "COX2" 7300 7991 74 155
"33593" "Variola_louti" "ATP8" 8065 8233 -10 74
"33594" "Variola_louti" "ATP6" 8223 8907 -1 -10
"33595" "Variola_louti" "COX3" 8906 9691 73 -1
"33596" "Variola_louti" "ND3" 9764 10113 69 73
"33597" "Variola_louti" "ND4L" 10182 10479 -7 69
"33598" "Variola_louti" "ND4" 10472 11853 224 -7
"33599" "Variola_louti" "ND5" 12077 13916 -4 224
"33600" "Variola_louti" "ND6" 13912 14434 78 -4
"33601" "Variola_louti" "CytB" 14512 15653 34347 78
"35448" "Ventrifossa_garmani" "ND1" 2816 3788 210 2816
"35449" "Ventrifossa_garmani" "ND2" 3998 5048 392 210
"35450" "Ventrifossa_garmani" "COX1" 5440 6988 153 392
"35451" "Ventrifossa_garmani" "COX2" 7141 7826 72 153
"35452" "Ventrifossa_garmani" "ATP8" 7898 8063 -7 72
"35453" "Ventrifossa_garmani" "ATP6" 8056 8739 0 -7
"35454" "Ventrifossa_garmani" "COX3" 8739 9524 68 0
"35455" "Ventrifossa_garmani" "ND3" 9592 9941 69 68
"35456" "Ventrifossa_garmani" "ND4L" 10010 10307 -7 69
"35457" "Ventrifossa_garmani" "ND4" 10300 11681 210 -7
"35458" "Ventrifossa_garmani" "ND5" 11891 13730 7 210
"35459" "Ventrifossa_garmani" "ND6" 13737 14259 65 7
"35460" "Ventrifossa_garmani" "CytB" 14324 15464 34536 65
"18153" "Verasper_moseri" "ND1" 2878 3853 214 2878
"18154" "Verasper_moseri" "ND2" 4067 5113 385 214
"18155" "Verasper_moseri" "COX1" 5498 7055 166 385
"18156" "Verasper_moseri" "COX2" 7221 7912 74 166
"18157" "Verasper_moseri" "ATP8" 7986 8154 -10 74
"18158" "Verasper_moseri" "ATP6" 8144 8828 -1 -10
"18159" "Verasper_moseri" "COX3" 8827 9612 72 -1
"18160" "Verasper_moseri" "ND3" 9684 10033 69 72
"18161" "Verasper_moseri" "ND4L" 10102 10399 -7 69
"18162" "Verasper_moseri" "ND4" 10392 11773 214 -7
"18163" "Verasper_moseri" "ND5" 11987 13826 -5 214
"18164" "Verasper_moseri" "ND6" 13821 14343 72 -5
"18165" "Verasper_moseri" "CytB" 14415 15556 34444 72
"16333" "Verasper_variegatus" "ND1" 2879 3854 214 2879
"16334" "Verasper_variegatus" "ND2" 4068 5113 386 214
"16335" "Verasper_variegatus" "COX1" 5499 7056 166 386
"16336" "Verasper_variegatus" "COX2" 7222 7913 74 166
"16337" "Verasper_variegatus" "ATP8" 7987 8155 -10 74
"16338" "Verasper_variegatus" "ATP6" 8145 8828 0 -10
"16339" "Verasper_variegatus" "COX3" 8828 9613 72 0
"16340" "Verasper_variegatus" "ND3" 9685 10034 69 72
"16341" "Verasper_variegatus" "ND4L" 10103 10400 -7 69
"16342" "Verasper_variegatus" "ND4" 10393 11774 214 -7
"16343" "Verasper_variegatus" "ND5" 11988 13827 -5 214
"16344" "Verasper_variegatus" "ND6" 13822 14344 73 -5
"16345" "Verasper_variegatus" "CytB" 14417 15558 34442 73
"18816" "Vespertilio_sinensis" "ND1" 2748 3703 207 2748
"18817" "Vespertilio_sinensis" "ND2" 3910 4952 382 207
"18818" "Vespertilio_sinensis" "COX1" 5334 6879 146 382
"18819" "Vespertilio_sinensis" "COX2" 7025 7709 71 146
"18820" "Vespertilio_sinensis" "ATP8" 7780 7984 -43 71
"18821" "Vespertilio_sinensis" "ATP6" 7941 8622 -1 -43
"18822" "Vespertilio_sinensis" "COX3" 8621 9405 69 -1
"18823" "Vespertilio_sinensis" "ND3" 9474 9821 69 69
"18824" "Vespertilio_sinensis" "ND4L" 9890 10187 -7 69
"18825" "Vespertilio_sinensis" "ND4" 10180 11558 197 -7
"18826" "Vespertilio_sinensis" "ND5" 11755 13576 -17 197
"18827" "Vespertilio_sinensis" "ND6" 13559 14087 75 -17
"18828" "Vespertilio_sinensis" "CytB" 14162 15302 34698 75
"13799" "Vestiaria_coccinea" "ND1" 4049 5027 221 4049
"13800" "Vestiaria_coccinea" "ND2" 5248 6288 360 221
"13801" "Vestiaria_coccinea" "COX1" 6648 8199 146 360
"13802" "Vestiaria_coccinea" "COX2" 8345 9030 70 146
"13803" "Vestiaria_coccinea" "ATP8" 9100 9268 -10 70
"13804" "Vestiaria_coccinea" "ATP6" 9258 9942 8 -10
"13805" "Vestiaria_coccinea" "COX3" 9950 10734 69 8
"13806" "Vestiaria_coccinea" "ND3" 10803 11154 72 69
"13807" "Vestiaria_coccinea" "ND4L" 11226 11523 -7 72
"13808" "Vestiaria_coccinea" "ND4" 11516 12894 206 -7
"13809" "Vestiaria_coccinea" "ND5" 13100 14918 6 206
"13810" "Vestiaria_coccinea" "CytB" 14924 16067 172 6
"13811" "Vestiaria_coccinea" "ND6" 16239 16758 33242 172
"7282" "Vicugna_pacos" "ND1" 2737 3697 207 2737
"7283" "Vicugna_pacos" "ND2" 3904 4948 377 207
"7284" "Vicugna_pacos" "COX1" 5325 6870 143 377
"7285" "Vicugna_pacos" "COX2" 7013 7697 71 143
"7286" "Vicugna_pacos" "ATP8" 7768 7972 -43 71
"7287" "Vicugna_pacos" "ATP6" 7929 8610 -1 -43
"7288" "Vicugna_pacos" "COX3" 8609 9393 67 -1
"7289" "Vicugna_pacos" "ND3" 9460 9809 69 67
"7290" "Vicugna_pacos" "ND4L" 9878 10175 -7 69
"7291" "Vicugna_pacos" "ND4" 10168 11546 199 -7
"7292" "Vicugna_pacos" "ND5" 11745 13566 -17 199
"7293" "Vicugna_pacos" "ND6" 13549 14077 76 -17
"7294" "Vicugna_pacos" "CytB" 14153 15293 34707 76
"5083" "Vicugna_vicugna" "ND1" 2745 3701 209 2745
"5084" "Vicugna_vicugna" "ND2" 3910 4952 383 209
"5085" "Vicugna_vicugna" "COX1" 5335 6880 143 383
"5086" "Vicugna_vicugna" "COX2" 7023 7707 71 143
"5087" "Vicugna_vicugna" "ATP8" 7778 7982 -43 71
"5088" "Vicugna_vicugna" "ATP6" 7939 8620 -1 -43
"5089" "Vicugna_vicugna" "COX3" 8619 9403 69 -1
"5090" "Vicugna_vicugna" "ND3" 9472 9819 68 69
"5091" "Vicugna_vicugna" "ND4L" 9887 10184 -7 68
"5092" "Vicugna_vicugna" "ND4" 10177 11555 199 -7
"5093" "Vicugna_vicugna" "ND5" 11754 13575 -17 199
"5094" "Vicugna_vicugna" "ND6" 13558 14086 74 -17
"5095" "Vicugna_vicugna" "CytB" 14160 15300 34700 74
"16281" "Vidua_chalybeata" "ND1" 4096 5074 222 4096
"16282" "Vidua_chalybeata" "ND2" 5296 6337 359 222
"16283" "Vidua_chalybeata" "COX1" 6696 8247 147 359
"16284" "Vidua_chalybeata" "COX2" 8394 9078 81 147
"16285" "Vidua_chalybeata" "ATP8" 9159 9327 -10 81
"16286" "Vidua_chalybeata" "ATP6" 9317 10001 5 -10
"16287" "Vidua_chalybeata" "COX3" 10006 10790 69 5
"16288" "Vidua_chalybeata" "ND3" 10859 11210 72 69
"16289" "Vidua_chalybeata" "ND4L" 11282 11579 -7 72
"16290" "Vidua_chalybeata" "ND4" 11572 12950 206 -7
"16291" "Vidua_chalybeata" "ND5" 13156 14974 8 206
"16292" "Vidua_chalybeata" "CytB" 14982 16125 180 8
"16293" "Vidua_chalybeata" "ND6" 16305 16824 33176 180
"6749" "Vireo_olivaceus" "ND1" 2806 3784 224 2806
"6750" "Vireo_olivaceus" "ND2" 4008 5048 363 224
"6751" "Vireo_olivaceus" "COX1" 5411 6962 149 363
"6752" "Vireo_olivaceus" "COX2" 7111 7796 71 149
"6753" "Vireo_olivaceus" "ATP8" 7867 8035 -10 71
"6754" "Vireo_olivaceus" "ATP6" 8025 8709 7 -10
"6755" "Vireo_olivaceus" "COX3" 8716 9500 69 7
"6756" "Vireo_olivaceus" "ND3" 9569 9920 72 69
"6757" "Vireo_olivaceus" "ND4L" 9992 10289 -7 72
"6758" "Vireo_olivaceus" "ND4" 10282 11660 207 -7
"6759" "Vireo_olivaceus" "ND5" 11867 13685 8 207
"6760" "Vireo_olivaceus" "CytB" 13693 14836 159 8
"6761" "Vireo_olivaceus" "ND6" 14995 15514 34486 159
"17789" "Viverricula_indica" "ND1" 3068 4023 209 3068
"17790" "Viverricula_indica" "ND2" 4232 5274 402 209
"17791" "Viverricula_indica" "COX1" 5676 7221 140 402
"17792" "Viverricula_indica" "COX2" 7361 8045 71 140
"17793" "Viverricula_indica" "ATP8" 8116 8320 -43 71
"17794" "Viverricula_indica" "ATP6" 8277 8958 -1 -43
"17795" "Viverricula_indica" "COX3" 8957 9741 69 -1
"17796" "Viverricula_indica" "ND3" 9810 10157 69 69
"17797" "Viverricula_indica" "ND4L" 10226 10523 -7 69
"17798" "Viverricula_indica" "ND4" 10516 11894 198 -7
"17799" "Viverricula_indica" "ND5" 12092 13913 -17 198
"17800" "Viverricula_indica" "ND6" 13896 14424 71 -17
"17801" "Viverricula_indica" "CytB" 14495 15635 34365 71
"6983" "Vombatus_ursinus" "ND1" 2742 3699 204 2742
"6984" "Vombatus_ursinus" "ND2" 3903 4947 441 204
"6985" "Vombatus_ursinus" "COX1" 5388 6930 144 441
"6986" "Vombatus_ursinus" "COX2" 7074 7759 56 144
"6987" "Vombatus_ursinus" "ATP8" 7815 8025 -46 56
"6988" "Vombatus_ursinus" "ATP6" 7979 8660 -1 -46
"6989" "Vombatus_ursinus" "COX3" 8659 9443 65 -1
"6990" "Vombatus_ursinus" "ND3" 9508 9859 67 65
"6991" "Vombatus_ursinus" "ND4L" 9926 10223 -7 67
"6992" "Vombatus_ursinus" "ND4" 10216 11594 198 -7
"6993" "Vombatus_ursinus" "ND5" 11792 13604 -4 198
"6994" "Vombatus_ursinus" "ND6" 13600 14104 71 -4
"6995" "Vombatus_ursinus" "CytB" 14175 15321 34679 71
"4186" "Vulpes_corsac" "ND1" 2751 3707 211 2751
"4187" "Vulpes_corsac" "ND2" 3918 4960 392 211
"4188" "Vulpes_corsac" "COX1" 5352 6897 140 392
"4189" "Vulpes_corsac" "COX2" 7037 7721 85 140
"4190" "Vulpes_corsac" "ATP8" 7806 8010 -43 85
"4191" "Vulpes_corsac" "ATP6" 7967 8648 -1 -43
"4192" "Vulpes_corsac" "COX3" 8647 9431 68 -1
"4193" "Vulpes_corsac" "ND3" 9499 9845 70 68
"4194" "Vulpes_corsac" "ND4L" 9915 10212 -7 70
"4195" "Vulpes_corsac" "ND4" 10205 11583 199 -7
"4196" "Vulpes_corsac" "ND5" 11782 13603 -17 199
"4197" "Vulpes_corsac" "ND6" 13586 14114 73 -17
"4198" "Vulpes_corsac" "CytB" 14187 15327 34673 73
"42921" "Vulpes_ferrilata" "ND1" 2749 3705 211 2749
"42922" "Vulpes_ferrilata" "ND2" 3916 4958 392 211
"42923" "Vulpes_ferrilata" "COX1" 5350 6895 140 392
"42924" "Vulpes_ferrilata" "COX2" 7035 7719 85 140
"42925" "Vulpes_ferrilata" "ATP8" 7804 8008 -43 85
"42926" "Vulpes_ferrilata" "ATP6" 7965 8646 -1 -43
"42927" "Vulpes_ferrilata" "COX3" 8645 9429 68 -1
"42928" "Vulpes_ferrilata" "ND3" 9497 9843 70 68
"42929" "Vulpes_ferrilata" "ND4L" 9913 10210 -7 70
"42930" "Vulpes_ferrilata" "ND4" 10203 11581 199 -7
"42931" "Vulpes_ferrilata" "ND5" 11780 13601 -17 199
"42932" "Vulpes_ferrilata" "ND6" 13584 14112 73 -17
"42933" "Vulpes_ferrilata" "CytB" 14185 15325 34675 73
"41662" "Vulpes_lagopus" "ND1" 2749 3705 211 2749
"41663" "Vulpes_lagopus" "ND2" 3916 4958 392 211
"41664" "Vulpes_lagopus" "COX1" 5350 6895 140 392
"41665" "Vulpes_lagopus" "COX2" 7035 7719 85 140
"41666" "Vulpes_lagopus" "ATP8" 7804 8008 -43 85
"41667" "Vulpes_lagopus" "ATP6" 7965 8646 -1 -43
"41668" "Vulpes_lagopus" "COX3" 8645 9429 68 -1
"41669" "Vulpes_lagopus" "ND3" 9497 9844 69 68
"41670" "Vulpes_lagopus" "ND4L" 9913 10210 -7 69
"41671" "Vulpes_lagopus" "ND4" 10203 11581 199 -7
"41672" "Vulpes_lagopus" "ND5" 11780 13601 -17 199
"41673" "Vulpes_lagopus" "ND6" 13584 14112 73 -17
"41674" "Vulpes_lagopus" "CytB" 14185 15325 34675 73
"4173" "Vulpes_vulpes" "ND1" 2748 3705 210 2748
"4174" "Vulpes_vulpes" "ND2" 3915 4959 390 210
"4175" "Vulpes_vulpes" "COX1" 5349 6894 140 390
"4176" "Vulpes_vulpes" "COX2" 7034 7718 85 140
"4177" "Vulpes_vulpes" "ATP8" 7803 8007 -43 85
"4178" "Vulpes_vulpes" "ATP6" 7964 8645 -1 -43
"4179" "Vulpes_vulpes" "COX3" 8644 9428 68 -1
"4180" "Vulpes_vulpes" "ND3" 9496 9843 69 68
"4181" "Vulpes_vulpes" "ND4L" 9912 10209 -7 69
"4182" "Vulpes_vulpes" "ND4" 10202 11581 198 -7
"4183" "Vulpes_vulpes" "ND5" 11779 13600 -17 198
"4184" "Vulpes_vulpes" "ND6" 13583 14111 73 -17
"4185" "Vulpes_vulpes" "CytB" 14184 15324 34676 73
"14124" "Vulpes_zerda" "ND1" 2752 3708 211 2752
"14125" "Vulpes_zerda" "ND2" 3919 4961 392 211
"14126" "Vulpes_zerda" "COX1" 5353 6898 140 392
"14127" "Vulpes_zerda" "COX2" 7038 7722 85 140
"14128" "Vulpes_zerda" "ATP8" 7807 8011 -43 85
"14129" "Vulpes_zerda" "ATP6" 7968 8649 -1 -43
"14130" "Vulpes_zerda" "COX3" 8648 9432 68 -1
"14131" "Vulpes_zerda" "ND3" 9500 9847 69 68
"14132" "Vulpes_zerda" "ND4L" 9916 10213 -7 69
"14133" "Vulpes_zerda" "ND4" 10206 11584 199 -7
"14134" "Vulpes_zerda" "ND5" 11783 13604 -17 199
"14135" "Vulpes_zerda" "ND6" 13587 14115 73 -17
"14136" "Vulpes_zerda" "CytB" 14188 15328 34672 73
"48594" "Wiedomys_cerradensis" "ND1" 2736 3691 206 2736
"48595" "Wiedomys_cerradensis" "ND2" 3897 4930 371 206
"48596" "Wiedomys_cerradensis" "COX1" 5301 6846 135 371
"48597" "Wiedomys_cerradensis" "COX2" 6981 7665 71 135
"48598" "Wiedomys_cerradensis" "ATP8" 7736 7940 -43 71
"48599" "Wiedomys_cerradensis" "ATP6" 7897 8578 -1 -43
"48600" "Wiedomys_cerradensis" "COX3" 8577 9361 67 -1
"48601" "Wiedomys_cerradensis" "ND3" 9428 9776 70 67
"48602" "Wiedomys_cerradensis" "ND4L" 9846 10143 -7 70
"48603" "Wiedomys_cerradensis" "ND4" 10136 11511 201 -7
"48604" "Wiedomys_cerradensis" "ND5" 11712 13536 -17 201
"48605" "Wiedomys_cerradensis" "ND6" 13519 14041 74 -17
"48606" "Wiedomys_cerradensis" "CytB" 14115 15259 34741 74
"33771" "Xanthichthys_auromarginatus" "ND1" 2846 3821 215 2846
"33772" "Xanthichthys_auromarginatus" "ND2" 4036 5082 390 215
"33773" "Xanthichthys_auromarginatus" "COX1" 5472 7023 152 390
"33774" "Xanthichthys_auromarginatus" "COX2" 7175 7866 76 152
"33775" "Xanthichthys_auromarginatus" "ATP8" 7942 8110 -10 76
"33776" "Xanthichthys_auromarginatus" "ATP6" 8100 8783 0 -10
"33777" "Xanthichthys_auromarginatus" "COX3" 8783 9568 72 0
"33778" "Xanthichthys_auromarginatus" "ND3" 9640 9989 69 72
"33779" "Xanthichthys_auromarginatus" "ND4L" 10058 10355 -7 69
"33780" "Xanthichthys_auromarginatus" "ND4" 10348 11729 217 -7
"33781" "Xanthichthys_auromarginatus" "ND5" 11946 13785 -4 217
"33782" "Xanthichthys_auromarginatus" "ND6" 13781 14303 74 -4
"33783" "Xanthichthys_auromarginatus" "CytB" 14377 15518 34482 74
"19206" "Xanthopsar_flavus" "ND1" 2800 3778 223 2800
"19207" "Xanthopsar_flavus" "ND2" 4001 5041 360 223
"19208" "Xanthopsar_flavus" "COX1" 5401 6952 145 360
"19209" "Xanthopsar_flavus" "COX2" 7097 7781 71 145
"19210" "Xanthopsar_flavus" "ATP8" 7852 8020 -10 71
"19211" "Xanthopsar_flavus" "ATP6" 8010 8694 6 -10
"19212" "Xanthopsar_flavus" "COX3" 8700 9484 69 6
"19213" "Xanthopsar_flavus" "ND3" 9553 9904 72 69
"19214" "Xanthopsar_flavus" "ND4L" 9976 10273 -7 72
"19215" "Xanthopsar_flavus" "ND4" 10266 11644 206 -7
"19216" "Xanthopsar_flavus" "ND5" 11850 13668 11 206
"19217" "Xanthopsar_flavus" "CytB" 13679 14822 158 11
"19218" "Xanthopsar_flavus" "ND6" 14980 15499 34501 158
"35370" "Xenagama_taylori" "ND1" 2618 3578 201 2618
"35371" "Xenagama_taylori" "ND2" 3779 4811 349 201
"35372" "Xenagama_taylori" "COX1" 5160 6708 131 349
"35373" "Xenagama_taylori" "COX2" 6839 7527 62 131
"35374" "Xenagama_taylori" "ATP8" 7589 7742 -7 62
"35375" "Xenagama_taylori" "ATP6" 7735 8417 0 -7
"35376" "Xenagama_taylori" "COX3" 8417 9201 63 0
"35377" "Xenagama_taylori" "ND3" 9264 9600 65 63
"35378" "Xenagama_taylori" "ND4L" 9665 9953 -7 65
"35379" "Xenagama_taylori" "ND4" 9946 11293 197 -7
"35380" "Xenagama_taylori" "ND5" 11490 13245 -18 197
"35381" "Xenagama_taylori" "ND6" 13227 13722 70 -18
"35382" "Xenagama_taylori" "CytB" 13792 14912 35088 70
"38178" "Xenobalistes_tumidipectoris" "ND1" 2846 3821 215 2846
"38179" "Xenobalistes_tumidipectoris" "ND2" 4036 5082 390 215
"38180" "Xenobalistes_tumidipectoris" "COX1" 5472 7023 152 390
"38181" "Xenobalistes_tumidipectoris" "COX2" 7175 7866 76 152
"38182" "Xenobalistes_tumidipectoris" "ATP8" 7942 8110 -10 76
"38183" "Xenobalistes_tumidipectoris" "ATP6" 8100 8783 0 -10
"38184" "Xenobalistes_tumidipectoris" "COX3" 8783 9568 72 0
"38185" "Xenobalistes_tumidipectoris" "ND3" 9640 9989 69 72
"38186" "Xenobalistes_tumidipectoris" "ND4L" 10058 10355 -7 69
"38187" "Xenobalistes_tumidipectoris" "ND4" 10348 11729 217 -7
"38188" "Xenobalistes_tumidipectoris" "ND5" 11946 13785 -4 217
"38189" "Xenobalistes_tumidipectoris" "ND6" 13781 14303 74 -4
"38190" "Xenobalistes_tumidipectoris" "CytB" 14377 15518 34482 74
"14409" "Xenocypris_argentea" "ND1" 2871 3846 215 2871
"14410" "Xenocypris_argentea" "ND2" 4061 5108 395 215
"14411" "Xenocypris_argentea" "COX1" 5503 7054 162 395
"14412" "Xenocypris_argentea" "COX2" 7216 7907 77 162
"14413" "Xenocypris_argentea" "ATP8" 7984 8149 -7 77
"14414" "Xenocypris_argentea" "ATP6" 8142 8825 0 -7
"14415" "Xenocypris_argentea" "COX3" 8825 9610 72 0
"14416" "Xenocypris_argentea" "ND3" 9682 10031 70 72
"14417" "Xenocypris_argentea" "ND4L" 10101 10398 -7 70
"14418" "Xenocypris_argentea" "ND4" 10391 11773 212 -7
"14419" "Xenocypris_argentea" "ND5" 11985 13821 -4 212
"14420" "Xenocypris_argentea" "ND6" 13817 14339 73 -4
"14421" "Xenocypris_argentea" "CytB" 14412 15553 34447 73
"33264" "Xenocypris_davidi" "ND1" 2872 3847 215 2872
"33265" "Xenocypris_davidi" "ND2" 4062 5109 395 215
"33266" "Xenocypris_davidi" "COX1" 5504 7055 162 395
"33267" "Xenocypris_davidi" "COX2" 7217 7908 77 162
"33268" "Xenocypris_davidi" "ATP8" 7985 8150 -7 77
"33269" "Xenocypris_davidi" "ATP6" 8143 8826 0 -7
"33270" "Xenocypris_davidi" "COX3" 8826 9611 72 0
"33271" "Xenocypris_davidi" "ND3" 9683 10032 70 72
"33272" "Xenocypris_davidi" "ND4L" 10102 10399 -7 70
"33273" "Xenocypris_davidi" "ND4" 10392 11774 212 -7
"33274" "Xenocypris_davidi" "ND5" 11986 13822 -4 212
"33275" "Xenocypris_davidi" "ND6" 13818 14340 73 -4
"33276" "Xenocypris_davidi" "CytB" 14413 15554 34446 73
"19610" "Xenomystus_nigri" "ND1" 2902 3877 212 2902
"19611" "Xenomystus_nigri" "ND2" 4089 5134 385 212
"19612" "Xenomystus_nigri" "COX1" 5519 7067 149 385
"19613" "Xenomystus_nigri" "COX2" 7216 7904 75 149
"19614" "Xenomystus_nigri" "ATP8" 7979 8147 -10 75
"19615" "Xenomystus_nigri" "ATP6" 8137 8820 0 -10
"19616" "Xenomystus_nigri" "COX3" 8820 9606 72 0
"19617" "Xenomystus_nigri" "ND3" 9678 10024 70 72
"19618" "Xenomystus_nigri" "ND4L" 10094 10391 -7 70
"19619" "Xenomystus_nigri" "ND4" 10384 11765 211 -7
"19620" "Xenomystus_nigri" "ND5" 11976 13818 -5 211
"19621" "Xenomystus_nigri" "ND6" 13813 14335 73 -5
"19622" "Xenomystus_nigri" "CytB" 14408 15549 34451 73
"27297" "Xenopeltis_unicolor" "ND1" 2618 3582 2143 2618
"27298" "Xenopeltis_unicolor" "ND2" 5725 6757 362 2143
"27299" "Xenopeltis_unicolor" "COX1" 7119 8665 182 362
"27300" "Xenopeltis_unicolor" "COX2" 8847 9534 66 182
"27301" "Xenopeltis_unicolor" "ATP8" 9600 9771 -10 66
"27302" "Xenopeltis_unicolor" "ATP6" 9761 10441 0 -10
"27303" "Xenopeltis_unicolor" "COX3" 10441 11225 61 0
"27304" "Xenopeltis_unicolor" "ND3" 11286 11629 69 61
"27305" "Xenopeltis_unicolor" "ND4L" 11698 11988 0 69
"27306" "Xenopeltis_unicolor" "ND4" 11988 13344 195 0
"27307" "Xenopeltis_unicolor" "ND5" 13539 15333 -5 195
"27308" "Xenopeltis_unicolor" "ND6" 15328 15841 75 -5
"27309" "Xenopeltis_unicolor" "CytB" 15916 17033 32967 75
"25474" "Xenophysogobio_boulengeri" "ND1" 2877 3852 214 2877
"25475" "Xenophysogobio_boulengeri" "ND2" 4066 5111 388 214
"25476" "Xenophysogobio_boulengeri" "COX1" 5499 7050 159 388
"25477" "Xenophysogobio_boulengeri" "COX2" 7209 7900 75 159
"25478" "Xenophysogobio_boulengeri" "ATP8" 7975 8143 -10 75
"25479" "Xenophysogobio_boulengeri" "ATP6" 8133 8817 -1 -10
"25480" "Xenophysogobio_boulengeri" "COX3" 8816 9600 72 -1
"25481" "Xenophysogobio_boulengeri" "ND3" 9672 10021 69 72
"25482" "Xenophysogobio_boulengeri" "ND4L" 10090 10387 -7 69
"25483" "Xenophysogobio_boulengeri" "ND4" 10380 11762 212 -7
"25484" "Xenophysogobio_boulengeri" "ND5" 11974 13810 -4 212
"25485" "Xenophysogobio_boulengeri" "ND6" 13806 14328 73 -4
"25486" "Xenophysogobio_boulengeri" "CytB" 14401 15542 34458 73
"36007" "Xenophysogobio_nudicorpa" "ND1" 2870 3845 214 2870
"36008" "Xenophysogobio_nudicorpa" "ND2" 4059 5105 389 214
"36009" "Xenophysogobio_nudicorpa" "COX1" 5494 7045 159 389
"36010" "Xenophysogobio_nudicorpa" "COX2" 7204 7895 77 159
"36011" "Xenophysogobio_nudicorpa" "ATP8" 7972 8137 -7 77
"36012" "Xenophysogobio_nudicorpa" "ATP6" 8130 8814 -1 -7
"36013" "Xenophysogobio_nudicorpa" "COX3" 8813 9597 72 -1
"36014" "Xenophysogobio_nudicorpa" "ND3" 9669 10018 69 72
"36015" "Xenophysogobio_nudicorpa" "ND4L" 10087 10384 -7 69
"36016" "Xenophysogobio_nudicorpa" "ND4" 10377 11759 212 -7
"36017" "Xenophysogobio_nudicorpa" "ND5" 11971 13807 -4 212
"36018" "Xenophysogobio_nudicorpa" "ND6" 13803 14325 73 -4
"36019" "Xenophysogobio_nudicorpa" "CytB" 14398 15539 34461 73
"1677" "Xenopus_borealis" "ND1" 2795 3763 209 2795
"1678" "Xenopus_borealis" "ND2" 3972 5008 383 209
"1679" "Xenopus_borealis" "COX1" 5391 6948 153 383
"1680" "Xenopus_borealis" "COX2" 7101 7789 75 153
"1681" "Xenopus_borealis" "ATP8" 7864 8032 -10 75
"1682" "Xenopus_borealis" "ATP6" 8022 8706 -1 -10
"1683" "Xenopus_borealis" "COX3" 8705 9489 70 -1
"1684" "Xenopus_borealis" "ND3" 9559 9902 69 70
"1685" "Xenopus_borealis" "ND4L" 9971 10267 -6 69
"1686" "Xenopus_borealis" "ND4" 10261 11639 208 -6
"1687" "Xenopus_borealis" "ND5" 11847 13665 -9 208
"1688" "Xenopus_borealis" "ND6" 13656 14175 70 -9
"1689" "Xenopus_borealis" "CytB" 14245 15387 34613 70
